## Generated from BK dipole with initial condition: MVe model, Qs0^2 = 8.483777e-02, e_c = 9.700913e+00, C^2 = 4.127596e+00, sigma0/2 = 1.353901e+01
## Fitted to file /home/caaucasu/sidis_fit/data/dipole/posterior/LOmvefit/42.dat
## Note definition of log S(k): log_S(k) = log10 S(k) = log10 [ \int r dr J0(k r) (1 - N(r)) ]
## log10 k grid ranges from -2 to 2 with 500 points
## y grid ranges from 0 to 8.0 with 100 points
y log10_k log10_S(k)
0.000000e+00 -2.000000e+00 8.526033e-01
0.000000e+00 -1.991984e+00 8.525856e-01
0.000000e+00 -1.983968e+00 8.525764e-01
0.000000e+00 -1.975952e+00 8.525743e-01
0.000000e+00 -1.967936e+00 8.525775e-01
0.000000e+00 -1.959920e+00 8.525842e-01
0.000000e+00 -1.951904e+00 8.525929e-01
0.000000e+00 -1.943888e+00 8.526020e-01
0.000000e+00 -1.935872e+00 8.526102e-01
0.000000e+00 -1.927856e+00 8.526166e-01
0.000000e+00 -1.919840e+00 8.526205e-01
0.000000e+00 -1.911824e+00 8.526215e-01
0.000000e+00 -1.903808e+00 8.526194e-01
0.000000e+00 -1.895792e+00 8.526144e-01
0.000000e+00 -1.887776e+00 8.526067e-01
0.000000e+00 -1.879760e+00 8.525967e-01
0.000000e+00 -1.871743e+00 8.525848e-01
0.000000e+00 -1.863727e+00 8.525715e-01
0.000000e+00 -1.855711e+00 8.525574e-01
0.000000e+00 -1.847695e+00 8.525427e-01
0.000000e+00 -1.839679e+00 8.525278e-01
0.000000e+00 -1.831663e+00 8.525129e-01
0.000000e+00 -1.823647e+00 8.524981e-01
0.000000e+00 -1.815631e+00 8.524834e-01
0.000000e+00 -1.807615e+00 8.524689e-01
0.000000e+00 -1.799599e+00 8.524544e-01
0.000000e+00 -1.791583e+00 8.524398e-01
0.000000e+00 -1.783567e+00 8.524249e-01
0.000000e+00 -1.775551e+00 8.524097e-01
0.000000e+00 -1.767535e+00 8.523939e-01
0.000000e+00 -1.759519e+00 8.523775e-01
0.000000e+00 -1.751503e+00 8.523603e-01
0.000000e+00 -1.743487e+00 8.523423e-01
0.000000e+00 -1.735471e+00 8.523235e-01
0.000000e+00 -1.727455e+00 8.523039e-01
0.000000e+00 -1.719439e+00 8.522834e-01
0.000000e+00 -1.711423e+00 8.522620e-01
0.000000e+00 -1.703407e+00 8.522398e-01
0.000000e+00 -1.695391e+00 8.522168e-01
0.000000e+00 -1.687375e+00 8.521929e-01
0.000000e+00 -1.679359e+00 8.521681e-01
0.000000e+00 -1.671343e+00 8.521424e-01
0.000000e+00 -1.663327e+00 8.521158e-01
0.000000e+00 -1.655311e+00 8.520882e-01
0.000000e+00 -1.647295e+00 8.520596e-01
0.000000e+00 -1.639279e+00 8.520299e-01
0.000000e+00 -1.631263e+00 8.519991e-01
0.000000e+00 -1.623246e+00 8.519672e-01
0.000000e+00 -1.615230e+00 8.519340e-01
0.000000e+00 -1.607214e+00 8.518996e-01
0.000000e+00 -1.599198e+00 8.518639e-01
0.000000e+00 -1.591182e+00 8.518269e-01
0.000000e+00 -1.583166e+00 8.517884e-01
0.000000e+00 -1.575150e+00 8.517485e-01
0.000000e+00 -1.567134e+00 8.517072e-01
0.000000e+00 -1.559118e+00 8.516642e-01
0.000000e+00 -1.551102e+00 8.516196e-01
0.000000e+00 -1.543086e+00 8.515734e-01
0.000000e+00 -1.535070e+00 8.515254e-01
0.000000e+00 -1.527054e+00 8.514757e-01
0.000000e+00 -1.519038e+00 8.514240e-01
0.000000e+00 -1.511022e+00 8.513704e-01
0.000000e+00 -1.503006e+00 8.513148e-01
0.000000e+00 -1.494990e+00 8.512571e-01
0.000000e+00 -1.486974e+00 8.511972e-01
0.000000e+00 -1.478958e+00 8.511351e-01
0.000000e+00 -1.470942e+00 8.510707e-01
0.000000e+00 -1.462926e+00 8.510038e-01
0.000000e+00 -1.454910e+00 8.509344e-01
0.000000e+00 -1.446894e+00 8.508624e-01
0.000000e+00 -1.438878e+00 8.507877e-01
0.000000e+00 -1.430862e+00 8.507102e-01
0.000000e+00 -1.422846e+00 8.506297e-01
0.000000e+00 -1.414830e+00 8.505463e-01
0.000000e+00 -1.406814e+00 8.504597e-01
0.000000e+00 -1.398798e+00 8.503698e-01
0.000000e+00 -1.390782e+00 8.502766e-01
0.000000e+00 -1.382766e+00 8.501798e-01
0.000000e+00 -1.374749e+00 8.500794e-01
0.000000e+00 -1.366733e+00 8.499753e-01
0.000000e+00 -1.358717e+00 8.498672e-01
0.000000e+00 -1.350701e+00 8.497551e-01
0.000000e+00 -1.342685e+00 8.496387e-01
0.000000e+00 -1.334669e+00 8.495180e-01
0.000000e+00 -1.326653e+00 8.493927e-01
0.000000e+00 -1.318637e+00 8.492628e-01
0.000000e+00 -1.310621e+00 8.491279e-01
0.000000e+00 -1.302605e+00 8.489880e-01
0.000000e+00 -1.294589e+00 8.488428e-01
0.000000e+00 -1.286573e+00 8.486921e-01
0.000000e+00 -1.278557e+00 8.485358e-01
