## Generated from BK dipole with initial condition: MVe model, Qs0^2 = 5.587351e-02, e_c = 4.411913e+01, C^2 = 6.491900e+00, sigma0/2 = 1.452102e+01
## Fitted to file /home/caaucasu/sidis_fit/data/dipole/posterior/LOmvefit/95.dat
## Note definition of log S(k): log_S(k) = log10 S(k) = log10 [ \int r dr J0(k r) (1 - N(r)) ]
## log10 k grid ranges from -2 to 2 with 500 points
## y grid ranges from 0 to 8.0 with 100 points
y log10_k log10_S(k)
0.000000e+00 -2.000000e+00 8.727984e-01
0.000000e+00 -1.991984e+00 8.727900e-01
0.000000e+00 -1.983968e+00 8.727886e-01
0.000000e+00 -1.975952e+00 8.727925e-01
0.000000e+00 -1.967936e+00 8.727997e-01
0.000000e+00 -1.959920e+00 8.728088e-01
0.000000e+00 -1.951904e+00 8.728181e-01
0.000000e+00 -1.943888e+00 8.728265e-01
0.000000e+00 -1.935872e+00 8.728329e-01
0.000000e+00 -1.927856e+00 8.728368e-01
0.000000e+00 -1.919840e+00 8.728376e-01
0.000000e+00 -1.911824e+00 8.728353e-01
0.000000e+00 -1.903808e+00 8.728301e-01
0.000000e+00 -1.895792e+00 8.728221e-01
0.000000e+00 -1.887776e+00 8.728119e-01
0.000000e+00 -1.879760e+00 8.727998e-01
0.000000e+00 -1.871743e+00 8.727864e-01
0.000000e+00 -1.863727e+00 8.727721e-01
0.000000e+00 -1.855711e+00 8.727572e-01
0.000000e+00 -1.847695e+00 8.727422e-01
0.000000e+00 -1.839679e+00 8.727272e-01
0.000000e+00 -1.831663e+00 8.727124e-01
0.000000e+00 -1.823647e+00 8.726977e-01
0.000000e+00 -1.815631e+00 8.726832e-01
0.000000e+00 -1.807615e+00 8.726686e-01
0.000000e+00 -1.799599e+00 8.726540e-01
0.000000e+00 -1.791583e+00 8.726391e-01
0.000000e+00 -1.783567e+00 8.726238e-01
0.000000e+00 -1.775551e+00 8.726079e-01
0.000000e+00 -1.767535e+00 8.725914e-01
0.000000e+00 -1.759519e+00 8.725741e-01
0.000000e+00 -1.751503e+00 8.725561e-01
0.000000e+00 -1.743487e+00 8.725372e-01
0.000000e+00 -1.735471e+00 8.725174e-01
0.000000e+00 -1.727455e+00 8.724968e-01
0.000000e+00 -1.719439e+00 8.724753e-01
0.000000e+00 -1.711423e+00 8.724530e-01
0.000000e+00 -1.703407e+00 8.724298e-01
0.000000e+00 -1.695391e+00 8.724058e-01
0.000000e+00 -1.687375e+00 8.723809e-01
0.000000e+00 -1.679359e+00 8.723551e-01
0.000000e+00 -1.671343e+00 8.723283e-01
0.000000e+00 -1.663327e+00 8.723006e-01
0.000000e+00 -1.655311e+00 8.722718e-01
0.000000e+00 -1.647295e+00 8.722420e-01
0.000000e+00 -1.639279e+00 8.722111e-01
0.000000e+00 -1.631263e+00 8.721790e-01
0.000000e+00 -1.623246e+00 8.721456e-01
0.000000e+00 -1.615230e+00 8.721111e-01
0.000000e+00 -1.607214e+00 8.720752e-01
0.000000e+00 -1.599198e+00 8.720379e-01
0.000000e+00 -1.591182e+00 8.719993e-01
0.000000e+00 -1.583166e+00 8.719592e-01
0.000000e+00 -1.575150e+00 8.719176e-01
0.000000e+00 -1.567134e+00 8.718744e-01
0.000000e+00 -1.559118e+00 8.718296e-01
0.000000e+00 -1.551102e+00 8.717832e-01
0.000000e+00 -1.543086e+00 8.717350e-01
0.000000e+00 -1.535070e+00 8.716849e-01
0.000000e+00 -1.527054e+00 8.716330e-01
0.000000e+00 -1.519038e+00 8.715791e-01
0.000000e+00 -1.511022e+00 8.715232e-01
0.000000e+00 -1.503006e+00 8.714653e-01
0.000000e+00 -1.494990e+00 8.714051e-01
0.000000e+00 -1.486974e+00 8.713426e-01
0.000000e+00 -1.478958e+00 8.712779e-01
0.000000e+00 -1.470942e+00 8.712106e-01
0.000000e+00 -1.462926e+00 8.711409e-01
0.000000e+00 -1.454910e+00 8.710685e-01
0.000000e+00 -1.446894e+00 8.709934e-01
0.000000e+00 -1.438878e+00 8.709155e-01
0.000000e+00 -1.430862e+00 8.708346e-01
0.000000e+00 -1.422846e+00 8.707508e-01
0.000000e+00 -1.414830e+00 8.706637e-01
0.000000e+00 -1.406814e+00 8.705734e-01
0.000000e+00 -1.398798e+00 8.704797e-01
0.000000e+00 -1.390782e+00 8.703824e-01
0.000000e+00 -1.382766e+00 8.702816e-01
0.000000e+00 -1.374749e+00 8.701769e-01
0.000000e+00 -1.366733e+00 8.700682e-01
0.000000e+00 -1.358717e+00 8.699555e-01
0.000000e+00 -1.350701e+00 8.698386e-01
0.000000e+00 -1.342685e+00 8.697172e-01
0.000000e+00 -1.334669e+00 8.695913e-01
0.000000e+00 -1.326653e+00 8.694607e-01
0.000000e+00 -1.318637e+00 8.693251e-01
0.000000e+00 -1.310621e+00 8.691845e-01
0.000000e+00 -1.302605e+00 8.690385e-01
0.000000e+00 -1.294589e+00 8.688871e-01
0.000000e+00 -1.286573e+00 8.687300e-01
0.000000e+00 -1.278557e+00 8.685669e-01
0.000000e+00 -1.270541e+00 8.683978e-01
0.000000e+00 -1.262525e+00 8.682222e-01
0.000000e+00 -1.254509e+00 8.680401e-01
0.000000e+00 -1.246493e+00 8.678511e-01
0.000000e+00 -1.238477e+00 8.676551e-01
0.000000e+00 -1.230461e+00 8.674516e-01
0.000000e+00 -1.222445e+00 8.672405e-01
0.000000e+00 -1.214429e+00 8.670214e-01
0.000000e+00 -1.206413e+00 8.667942e-01
0.000000e+00 -1.198397e+00 8.665583e-01
0.000000e+00 -1.190381e+00 8.663136e-01
0.000000e+00 -1.182365e+00 8.660597e-01
0.000000e+00 -1.174349e+00 8.657963e-01
0.000000e+00 -1.166333e+00 8.655229e-01
0.000000e+00 -1.158317e+00 8.652393e-01
0.000000e+00 -1.150301e+00 8.649450e-01
0.000000e+00 -1.142285e+00 8.646396e-01
0.000000e+00 -1.134269e+00 8.643228e-01
0.000000e+00 -1.126253e+00 8.639940e-01
0.000000e+00 -1.118236e+00 8.636529e-01
0.000000e+00 -1.110220e+00 8.632989e-01
0.000000e+00 -1.102204e+00 8.629316e-01
0.000000e+00 -1.094188e+00 8.625505e-01
0.000000e+00 -1.086172e+00 8.621551e-01
0.000000e+00 -1.078156e+00 8.617449e-01
0.000000e+00 -1.070140e+00 8.613191e-01
0.000000e+00 -1.062124e+00 8.608774e-01
0.000000e+00 -1.054108e+00 8.604191e-01
0.000000e+00 -1.046092e+00 8.599435e-01
0.000000e+00 -1.038076e+00 8.594501e-01
0.000000e+00 -1.030060e+00 8.589381e-01
0.000000e+00 -1.022044e+00 8.584068e-01
0.000000e+00 -1.014028e+00 8.578556e-01
0.000000e+00 -1.006012e+00 8.572836e-01
0.000000e+00 -9.979960e-01 8.566901e-01
0.000000e+00 -9.899800e-01 8.560744e-01
0.000000e+00 -9.819639e-01 8.554354e-01
0.000000e+00 -9.739479e-01 8.547724e-01
0.000000e+00 -9.659319e-01 8.540845e-01
0.000000e+00 -9.579158e-01 8.533708e-01
0.000000e+00 -9.498998e-01 8.526301e-01
0.000000e+00 -9.418838e-01 8.518617e-01
0.000000e+00 -9.338677e-01 8.510643e-01
0.000000e+00 -9.258517e-01 8.502370e-01
0.000000e+00 -9.178357e-01 8.493785e-01
0.000000e+00 -9.098196e-01 8.484878e-01
0.000000e+00 -9.018036e-01 8.475635e-01
0.000000e+00 -8.937876e-01 8.466045e-01
0.000000e+00 -8.857715e-01 8.456095e-01
0.000000e+00 -8.777555e-01 8.445770e-01
0.000000e+00 -8.697395e-01 8.435057e-01
0.000000e+00 -8.617234e-01 8.423941e-01
0.000000e+00 -8.537074e-01 8.412407e-01
0.000000e+00 -8.456914e-01 8.400440e-01
0.000000e+00 -8.376754e-01 8.388022e-01
0.000000e+00 -8.296593e-01 8.375137e-01
0.000000e+00 -8.216433e-01 8.361768e-01
0.000000e+00 -8.136273e-01 8.347897e-01
0.000000e+00 -8.056112e-01 8.333503e-01
0.000000e+00 -7.975952e-01 8.318568e-01
0.000000e+00 -7.895792e-01 8.303072e-01
0.000000e+00 -7.815631e-01 8.286993e-01
0.000000e+00 -7.735471e-01 8.270309e-01
0.000000e+00 -7.655311e-01 8.252998e-01
0.000000e+00 -7.575150e-01 8.235036e-01
0.000000e+00 -7.494990e-01 8.216399e-01
0.000000e+00 -7.414830e-01 8.197060e-01
0.000000e+00 -7.334669e-01 8.176995e-01
0.000000e+00 -7.254509e-01 8.156175e-01
0.000000e+00 -7.174349e-01 8.134572e-01
0.000000e+00 -7.094188e-01 8.112156e-01
0.000000e+00 -7.014028e-01 8.088898e-01
0.000000e+00 -6.933868e-01 8.064765e-01
0.000000e+00 -6.853707e-01 8.039725e-01
0.000000e+00 -6.773547e-01 8.013743e-01
0.000000e+00 -6.693387e-01 7.986784e-01
