## Generated from BK dipole with initial condition: MVe model, Qs0^2 = 5.614008e-02, e_c = 4.292071e+01, C^2 = 5.534370e+00, sigma0/2 = 1.463057e+01
## Fitted to file /home/caaucasu/sidis_fit/data/dipole/posterior/LOmvefit/96.dat
## Note definition of log S(k): log_S(k) = log10 S(k) = log10 [ \int r dr J0(k r) (1 - N(r)) ]
## log10 k grid ranges from -2 to 2 with 500 points
## y grid ranges from 0 to 8.0 with 100 points
y log10_k log10_S(k)
0.000000e+00 -2.000000e+00 8.732130e-01
0.000000e+00 -1.991984e+00 8.732049e-01
0.000000e+00 -1.983968e+00 8.732036e-01
0.000000e+00 -1.975952e+00 8.732076e-01
0.000000e+00 -1.967936e+00 8.732149e-01
0.000000e+00 -1.959920e+00 8.732240e-01
0.000000e+00 -1.951904e+00 8.732333e-01
0.000000e+00 -1.943888e+00 8.732416e-01
0.000000e+00 -1.935872e+00 8.732480e-01
0.000000e+00 -1.927856e+00 8.732517e-01
0.000000e+00 -1.919840e+00 8.732525e-01
0.000000e+00 -1.911824e+00 8.732501e-01
0.000000e+00 -1.903808e+00 8.732448e-01
0.000000e+00 -1.895792e+00 8.732368e-01
0.000000e+00 -1.887776e+00 8.732265e-01
0.000000e+00 -1.879760e+00 8.732144e-01
0.000000e+00 -1.871743e+00 8.732009e-01
0.000000e+00 -1.863727e+00 8.731866e-01
0.000000e+00 -1.855711e+00 8.731718e-01
0.000000e+00 -1.847695e+00 8.731567e-01
0.000000e+00 -1.839679e+00 8.731418e-01
0.000000e+00 -1.831663e+00 8.731269e-01
0.000000e+00 -1.823647e+00 8.731122e-01
0.000000e+00 -1.815631e+00 8.730977e-01
0.000000e+00 -1.807615e+00 8.730832e-01
0.000000e+00 -1.799599e+00 8.730685e-01
0.000000e+00 -1.791583e+00 8.730536e-01
0.000000e+00 -1.783567e+00 8.730383e-01
0.000000e+00 -1.775551e+00 8.730224e-01
0.000000e+00 -1.767535e+00 8.730059e-01
0.000000e+00 -1.759519e+00 8.729886e-01
0.000000e+00 -1.751503e+00 8.729705e-01
0.000000e+00 -1.743487e+00 8.729516e-01
0.000000e+00 -1.735471e+00 8.729318e-01
0.000000e+00 -1.727455e+00 8.729112e-01
0.000000e+00 -1.719439e+00 8.728897e-01
0.000000e+00 -1.711423e+00 8.728673e-01
0.000000e+00 -1.703407e+00 8.728441e-01
0.000000e+00 -1.695391e+00 8.728201e-01
0.000000e+00 -1.687375e+00 8.727951e-01
0.000000e+00 -1.679359e+00 8.727693e-01
0.000000e+00 -1.671343e+00 8.727425e-01
0.000000e+00 -1.663327e+00 8.727147e-01
0.000000e+00 -1.655311e+00 8.726860e-01
0.000000e+00 -1.647295e+00 8.726561e-01
0.000000e+00 -1.639279e+00 8.726251e-01
0.000000e+00 -1.631263e+00 8.725930e-01
0.000000e+00 -1.623246e+00 8.725597e-01
0.000000e+00 -1.615230e+00 8.725250e-01
0.000000e+00 -1.607214e+00 8.724891e-01
0.000000e+00 -1.599198e+00 8.724519e-01
0.000000e+00 -1.591182e+00 8.724132e-01
0.000000e+00 -1.583166e+00 8.723730e-01
0.000000e+00 -1.575150e+00 8.723314e-01
0.000000e+00 -1.567134e+00 8.722882e-01
0.000000e+00 -1.559118e+00 8.722433e-01
0.000000e+00 -1.551102e+00 8.721968e-01
0.000000e+00 -1.543086e+00 8.721486e-01
0.000000e+00 -1.535070e+00 8.720985e-01
0.000000e+00 -1.527054e+00 8.720465e-01
0.000000e+00 -1.519038e+00 8.719926e-01
0.000000e+00 -1.511022e+00 8.719366e-01
0.000000e+00 -1.503006e+00 8.718786e-01
0.000000e+00 -1.494990e+00 8.718184e-01
0.000000e+00 -1.486974e+00 8.717559e-01
0.000000e+00 -1.478958e+00 8.716910e-01
0.000000e+00 -1.470942e+00 8.716237e-01
0.000000e+00 -1.462926e+00 8.715539e-01
0.000000e+00 -1.454910e+00 8.714815e-01
0.000000e+00 -1.446894e+00 8.714063e-01
0.000000e+00 -1.438878e+00 8.713283e-01
0.000000e+00 -1.430862e+00 8.712474e-01
0.000000e+00 -1.422846e+00 8.711634e-01
0.000000e+00 -1.414830e+00 8.710763e-01
0.000000e+00 -1.406814e+00 8.709859e-01
0.000000e+00 -1.398798e+00 8.708921e-01
0.000000e+00 -1.390782e+00 8.707947e-01
0.000000e+00 -1.382766e+00 8.706937e-01
0.000000e+00 -1.374749e+00 8.705889e-01
0.000000e+00 -1.366733e+00 8.704802e-01
0.000000e+00 -1.358717e+00 8.703674e-01
0.000000e+00 -1.350701e+00 8.702503e-01
0.000000e+00 -1.342685e+00 8.701289e-01
