## Generated from BK dipole with initial condition: MVe model, Qs0^2 = 7.017640e-02, e_c = 1.476401e+01, C^2 = 6.006278e+00, sigma0/2 = 1.450849e+01
## Fitted to file /home/caaucasu/sidis_fit/data/dipole/posterior/LOmvefit/79.dat
## Note definition of log S(k): log_S(k) = log10 S(k) = log10 [ \int r dr J0(k r) (1 - N(r)) ]
## log10 k grid ranges from -2 to 2 with 500 points
## y grid ranges from 0 to 8.0 with 100 points
y log10_k log10_S(k)
0.000000e+00 -2.000000e+00 8.845898e-01
0.000000e+00 -1.991984e+00 8.845872e-01
0.000000e+00 -1.983968e+00 8.845901e-01
0.000000e+00 -1.975952e+00 8.845967e-01
0.000000e+00 -1.967936e+00 8.846054e-01
0.000000e+00 -1.959920e+00 8.846147e-01
0.000000e+00 -1.951904e+00 8.846232e-01
0.000000e+00 -1.943888e+00 8.846299e-01
0.000000e+00 -1.935872e+00 8.846341e-01
0.000000e+00 -1.927856e+00 8.846355e-01
0.000000e+00 -1.919840e+00 8.846337e-01
0.000000e+00 -1.911824e+00 8.846290e-01
0.000000e+00 -1.903808e+00 8.846215e-01
0.000000e+00 -1.895792e+00 8.846116e-01
0.000000e+00 -1.887776e+00 8.845999e-01
0.000000e+00 -1.879760e+00 8.845867e-01
0.000000e+00 -1.871743e+00 8.845725e-01
0.000000e+00 -1.863727e+00 8.845578e-01
0.000000e+00 -1.855711e+00 8.845429e-01
0.000000e+00 -1.847695e+00 8.845279e-01
0.000000e+00 -1.839679e+00 8.845131e-01
0.000000e+00 -1.831663e+00 8.844984e-01
0.000000e+00 -1.823647e+00 8.844838e-01
0.000000e+00 -1.815631e+00 8.844693e-01
0.000000e+00 -1.807615e+00 8.844547e-01
0.000000e+00 -1.799599e+00 8.844399e-01
0.000000e+00 -1.791583e+00 8.844247e-01
0.000000e+00 -1.783567e+00 8.844089e-01
0.000000e+00 -1.775551e+00 8.843925e-01
0.000000e+00 -1.767535e+00 8.843754e-01
0.000000e+00 -1.759519e+00 8.843575e-01
0.000000e+00 -1.751503e+00 8.843388e-01
0.000000e+00 -1.743487e+00 8.843192e-01
0.000000e+00 -1.735471e+00 8.842988e-01
0.000000e+00 -1.727455e+00 8.842775e-01
0.000000e+00 -1.719439e+00 8.842553e-01
0.000000e+00 -1.711423e+00 8.842323e-01
0.000000e+00 -1.703407e+00 8.842085e-01
0.000000e+00 -1.695391e+00 8.841837e-01
0.000000e+00 -1.687375e+00 8.841581e-01
0.000000e+00 -1.679359e+00 8.841315e-01
0.000000e+00 -1.671343e+00 8.841040e-01
0.000000e+00 -1.663327e+00 8.840755e-01
0.000000e+00 -1.655311e+00 8.840459e-01
0.000000e+00 -1.647295e+00 8.840152e-01
0.000000e+00 -1.639279e+00 8.839833e-01
0.000000e+00 -1.631263e+00 8.839502e-01
0.000000e+00 -1.623246e+00 8.839159e-01
0.000000e+00 -1.615230e+00 8.838803e-01
0.000000e+00 -1.607214e+00 8.838433e-01
0.000000e+00 -1.599198e+00 8.838050e-01
0.000000e+00 -1.591182e+00 8.837652e-01
0.000000e+00 -1.583166e+00 8.837239e-01
0.000000e+00 -1.575150e+00 8.836811e-01
0.000000e+00 -1.567134e+00 8.836366e-01
0.000000e+00 -1.559118e+00 8.835905e-01
0.000000e+00 -1.551102e+00 8.835426e-01
0.000000e+00 -1.543086e+00 8.834930e-01
0.000000e+00 -1.535070e+00 8.834414e-01
0.000000e+00 -1.527054e+00 8.833880e-01
0.000000e+00 -1.519038e+00 8.833325e-01
0.000000e+00 -1.511022e+00 8.832749e-01
0.000000e+00 -1.503006e+00 8.832152e-01
0.000000e+00 -1.494990e+00 8.831532e-01
0.000000e+00 -1.486974e+00 8.830889e-01
0.000000e+00 -1.478958e+00 8.830222e-01
0.000000e+00 -1.470942e+00 8.829530e-01
0.000000e+00 -1.462926e+00 8.828812e-01
0.000000e+00 -1.454910e+00 8.828066e-01
0.000000e+00 -1.446894e+00 8.827293e-01
0.000000e+00 -1.438878e+00 8.826490e-01
0.000000e+00 -1.430862e+00 8.825658e-01
