## Generated from BK dipole with initial condition: MVe model, Qs0^2 = 5.527461e-02, e_c = 5.526129e+01, C^2 = 4.763179e+00, sigma0/2 = 1.404505e+01
## Fitted to file /home/caaucasu/sidis_fit/data/dipole/posterior/LOmvefit/52.dat
## Note definition of log S(k): log_S(k) = log10 S(k) = log10 [ \int r dr J0(k r) (1 - N(r)) ]
## log10 k grid ranges from -2 to 2 with 500 points
## y grid ranges from 0 to 8.0 with 100 points
y log10_k log10_S(k)
0.000000e+00 -2.000000e+00 8.576913e-01
0.000000e+00 -1.991984e+00 8.576748e-01
0.000000e+00 -1.983968e+00 8.576669e-01
0.000000e+00 -1.975952e+00 8.576658e-01
0.000000e+00 -1.967936e+00 8.576698e-01
0.000000e+00 -1.959920e+00 8.576772e-01
0.000000e+00 -1.951904e+00 8.576863e-01
0.000000e+00 -1.943888e+00 8.576957e-01
0.000000e+00 -1.935872e+00 8.577040e-01
0.000000e+00 -1.927856e+00 8.577103e-01
0.000000e+00 -1.919840e+00 8.577140e-01
0.000000e+00 -1.911824e+00 8.577147e-01
0.000000e+00 -1.903808e+00 8.577123e-01
0.000000e+00 -1.895792e+00 8.577069e-01
0.000000e+00 -1.887776e+00 8.576988e-01
0.000000e+00 -1.879760e+00 8.576884e-01
0.000000e+00 -1.871743e+00 8.576763e-01
0.000000e+00 -1.863727e+00 8.576628e-01
0.000000e+00 -1.855711e+00 8.576484e-01
0.000000e+00 -1.847695e+00 8.576336e-01
0.000000e+00 -1.839679e+00 8.576186e-01
0.000000e+00 -1.831663e+00 8.576036e-01
0.000000e+00 -1.823647e+00 8.575888e-01
0.000000e+00 -1.815631e+00 8.575741e-01
0.000000e+00 -1.807615e+00 8.575595e-01
0.000000e+00 -1.799599e+00 8.575450e-01
0.000000e+00 -1.791583e+00 8.575303e-01
0.000000e+00 -1.783567e+00 8.575154e-01
0.000000e+00 -1.775551e+00 8.575001e-01
0.000000e+00 -1.767535e+00 8.574842e-01
0.000000e+00 -1.759519e+00 8.574676e-01
0.000000e+00 -1.751503e+00 8.574503e-01
0.000000e+00 -1.743487e+00 8.574322e-01
0.000000e+00 -1.735471e+00 8.574133e-01
0.000000e+00 -1.727455e+00 8.573935e-01
0.000000e+00 -1.719439e+00 8.573728e-01
0.000000e+00 -1.711423e+00 8.573513e-01
0.000000e+00 -1.703407e+00 8.573289e-01
0.000000e+00 -1.695391e+00 8.573057e-01
0.000000e+00 -1.687375e+00 8.572816e-01
0.000000e+00 -1.679359e+00 8.572567e-01
0.000000e+00 -1.671343e+00 8.572308e-01
0.000000e+00 -1.663327e+00 8.572040e-01
0.000000e+00 -1.655311e+00 8.571762e-01
0.000000e+00 -1.647295e+00 8.571474e-01
0.000000e+00 -1.639279e+00 8.571175e-01
0.000000e+00 -1.631263e+00 8.570865e-01
0.000000e+00 -1.623246e+00 8.570544e-01
0.000000e+00 -1.615230e+00 8.570210e-01
0.000000e+00 -1.607214e+00 8.569864e-01
0.000000e+00 -1.599198e+00 8.569504e-01
0.000000e+00 -1.591182e+00 8.569131e-01
0.000000e+00 -1.583166e+00 8.568744e-01
0.000000e+00 -1.575150e+00 8.568342e-01
0.000000e+00 -1.567134e+00 8.567925e-01
0.000000e+00 -1.559118e+00 8.567493e-01
0.000000e+00 -1.551102e+00 8.567044e-01
0.000000e+00 -1.543086e+00 8.566578e-01
0.000000e+00 -1.535070e+00 8.566095e-01
0.000000e+00 -1.527054e+00 8.565594e-01
0.000000e+00 -1.519038e+00 8.565074e-01
0.000000e+00 -1.511022e+00 8.564534e-01
0.000000e+00 -1.503006e+00 8.563974e-01
0.000000e+00 -1.494990e+00 8.563393e-01
0.000000e+00 -1.486974e+00 8.562790e-01
0.000000e+00 -1.478958e+00 8.562165e-01
0.000000e+00 -1.470942e+00 8.561516e-01
0.000000e+00 -1.462926e+00 8.560842e-01
0.000000e+00 -1.454910e+00 8.560143e-01
0.000000e+00 -1.446894e+00 8.559418e-01
0.000000e+00 -1.438878e+00 8.558666e-01
0.000000e+00 -1.430862e+00 8.557885e-01
0.000000e+00 -1.422846e+00 8.557075e-01
0.000000e+00 -1.414830e+00 8.556234e-01
0.000000e+00 -1.406814e+00 8.555362e-01
0.000000e+00 -1.398798e+00 8.554457e-01
0.000000e+00 -1.390782e+00 8.553519e-01
0.000000e+00 -1.382766e+00 8.552544e-01
0.000000e+00 -1.374749e+00 8.551533e-01
0.000000e+00 -1.366733e+00 8.550485e-01
0.000000e+00 -1.358717e+00 8.549396e-01
0.000000e+00 -1.350701e+00 8.548267e-01
0.000000e+00 -1.342685e+00 8.547095e-01
0.000000e+00 -1.334669e+00 8.545879e-01
0.000000e+00 -1.326653e+00 8.544618e-01
0.000000e+00 -1.318637e+00 8.543309e-01
0.000000e+00 -1.310621e+00 8.541951e-01
0.000000e+00 -1.302605e+00 8.540542e-01
0.000000e+00 -1.294589e+00 8.539079e-01
0.000000e+00 -1.286573e+00 8.537562e-01
0.000000e+00 -1.278557e+00 8.535988e-01
0.000000e+00 -1.270541e+00 8.534354e-01
0.000000e+00 -1.262525e+00 8.532660e-01
0.000000e+00 -1.254509e+00 8.530901e-01
0.000000e+00 -1.246493e+00 8.529076e-01
0.000000e+00 -1.238477e+00 8.527183e-01
0.000000e+00 -1.230461e+00 8.525218e-01
0.000000e+00 -1.222445e+00 8.523180e-01
0.000000e+00 -1.214429e+00 8.521065e-01
0.000000e+00 -1.206413e+00 8.518870e-01
0.000000e+00 -1.198397e+00 8.516593e-01
0.000000e+00 -1.190381e+00 8.514230e-01
0.000000e+00 -1.182365e+00 8.511778e-01
0.000000e+00 -1.174349e+00 8.509234e-01
0.000000e+00 -1.166333e+00 8.506595e-01
0.000000e+00 -1.158317e+00 8.503856e-01
0.000000e+00 -1.150301e+00 8.501014e-01
0.000000e+00 -1.142285e+00 8.498065e-01
0.000000e+00 -1.134269e+00 8.495006e-01
0.000000e+00 -1.126253e+00 8.491831e-01
0.000000e+00 -1.118236e+00 8.488537e-01
0.000000e+00 -1.110220e+00 8.485119e-01
0.000000e+00 -1.102204e+00 8.481573e-01
0.000000e+00 -1.094188e+00 8.477893e-01
0.000000e+00 -1.086172e+00 8.474075e-01
0.000000e+00 -1.078156e+00 8.470114e-01
0.000000e+00 -1.070140e+00 8.466003e-01
0.000000e+00 -1.062124e+00 8.461738e-01
0.000000e+00 -1.054108e+00 8.457312e-01
0.000000e+00 -1.046092e+00 8.452720e-01
0.000000e+00 -1.038076e+00 8.447955e-01
0.000000e+00 -1.030060e+00 8.443011e-01
0.000000e+00 -1.022044e+00 8.437881e-01
0.000000e+00 -1.014028e+00 8.432559e-01
0.000000e+00 -1.006012e+00 8.427036e-01
0.000000e+00 -9.979960e-01 8.421305e-01
0.000000e+00 -9.899800e-01 8.415359e-01
0.000000e+00 -9.819639e-01 8.409189e-01
0.000000e+00 -9.739479e-01 8.402788e-01
0.000000e+00 -9.659319e-01 8.396145e-01
0.000000e+00 -9.579158e-01 8.389253e-01
0.000000e+00 -9.498998e-01 8.382101e-01
0.000000e+00 -9.418838e-01 8.374681e-01
0.000000e+00 -9.338677e-01 8.366982e-01
0.000000e+00 -9.258517e-01 8.358993e-01
0.000000e+00 -9.178357e-01 8.350703e-01
0.000000e+00 -9.098196e-01 8.342102e-01
0.000000e+00 -9.018036e-01 8.333178e-01
0.000000e+00 -8.937876e-01 8.323918e-01
0.000000e+00 -8.857715e-01 8.314309e-01
0.000000e+00 -8.777555e-01 8.304340e-01
0.000000e+00 -8.697395e-01 8.293995e-01
0.000000e+00 -8.617234e-01 8.283262e-01
0.000000e+00 -8.537074e-01 8.272125e-01
0.000000e+00 -8.456914e-01 8.260569e-01
0.000000e+00 -8.376754e-01 8.248578e-01
0.000000e+00 -8.296593e-01 8.236137e-01
0.000000e+00 -8.216433e-01 8.223227e-01
0.000000e+00 -8.136273e-01 8.209833e-01
0.000000e+00 -8.056112e-01 8.195934e-01
0.000000e+00 -7.975952e-01 8.181513e-01
0.000000e+00 -7.895792e-01 8.166550e-01
0.000000e+00 -7.815631e-01 8.151024e-01
0.000000e+00 -7.735471e-01 8.134914e-01
0.000000e+00 -7.655311e-01 8.118198e-01
0.000000e+00 -7.575150e-01 8.100854e-01
0.000000e+00 -7.494990e-01 8.082857e-01
0.000000e+00 -7.414830e-01 8.064184e-01
0.000000e+00 -7.334669e-01 8.044808e-01
0.000000e+00 -7.254509e-01 8.024704e-01
0.000000e+00 -7.174349e-01 8.003844e-01
0.000000e+00 -7.094188e-01 7.982200e-01
0.000000e+00 -7.014028e-01 7.959741e-01
0.000000e+00 -6.933868e-01 7.936438e-01
0.000000e+00 -6.853707e-01 7.912259e-01
0.000000e+00 -6.773547e-01 7.887171e-01
0.000000e+00 -6.693387e-01 7.861139e-01
0.000000e+00 -6.613226e-01 7.834128e-01
0.000000e+00 -6.533066e-01 7.806102e-01
0.000000e+00 -6.452906e-01 7.777021e-01
0.000000e+00 -6.372745e-01 7.746847e-01
0.000000e+00 -6.292585e-01 7.715539e-01
0.000000e+00 -6.212425e-01 7.683053e-01
0.000000e+00 -6.132265e-01 7.649346e-01
0.000000e+00 -6.052104e-01 7.614371e-01
0.000000e+00 -5.971944e-01 7.578081e-01
0.000000e+00 -5.891784e-01 7.540426e-01
0.000000e+00 -5.811623e-01 7.501355e-01
0.000000e+00 -5.731463e-01 7.460815e-01
0.000000e+00 -5.651303e-01 7.418751e-01
0.000000e+00 -5.571142e-01 7.375105e-01
0.000000e+00 -5.490982e-01 7.329818e-01
0.000000e+00 -5.410822e-01 7.282827e-01
0.000000e+00 -5.330661e-01 7.234070e-01
0.000000e+00 -5.250501e-01 7.183480e-01
0.000000e+00 -5.170341e-01 7.130987e-01
0.000000e+00 -5.090180e-01 7.076520e-01
0.000000e+00 -5.010020e-01 7.020005e-01
0.000000e+00 -4.929860e-01 6.961365e-01
0.000000e+00 -4.849699e-01 6.900521e-01
0.000000e+00 -4.769539e-01 6.837388e-01
0.000000e+00 -4.689379e-01 6.771881e-01
0.000000e+00 -4.609218e-01 6.703911e-01
0.000000e+00 -4.529058e-01 6.633386e-01
0.000000e+00 -4.448898e-01 6.560208e-01
0.000000e+00 -4.368737e-01 6.484279e-01
0.000000e+00 -4.288577e-01 6.405495e-01
0.000000e+00 -4.208417e-01 6.323749e-01
0.000000e+00 -4.128257e-01 6.238929e-01
0.000000e+00 -4.048096e-01 6.150920e-01
0.000000e+00 -3.967936e-01 6.059601e-01
0.000000e+00 -3.887776e-01 5.964849e-01
0.000000e+00 -3.807615e-01 5.866534e-01
0.000000e+00 -3.727455e-01 5.764523e-01
0.000000e+00 -3.647295e-01 5.658676e-01
0.000000e+00 -3.567134e-01 5.548850e-01
0.000000e+00 -3.486974e-01 5.434894e-01
0.000000e+00 -3.406814e-01 5.316654e-01
0.000000e+00 -3.326653e-01 5.193968e-01
0.000000e+00 -3.246493e-01 5.066670e-01
0.000000e+00 -3.166333e-01 4.934585e-01
0.000000e+00 -3.086172e-01 4.797535e-01
0.000000e+00 -3.006012e-01 4.655332e-01
0.000000e+00 -2.925852e-01 4.507782e-01
0.000000e+00 -2.845691e-01 4.354686e-01
0.000000e+00 -2.765531e-01 4.195834e-01
0.000000e+00 -2.685371e-01 4.031011e-01
0.000000e+00 -2.605210e-01 3.859991e-01
0.000000e+00 -2.525050e-01 3.682542e-01
0.000000e+00 -2.444890e-01 3.498422e-01
0.000000e+00 -2.364729e-01 3.307381e-01
0.000000e+00 -2.284569e-01 3.109159e-01
0.000000e+00 -2.204409e-01 2.903487e-01
0.000000e+00 -2.124248e-01 2.690083e-01
0.000000e+00 -2.044088e-01 2.468658e-01
0.000000e+00 -1.963928e-01 2.238911e-01
0.000000e+00 -1.883768e-01 2.000529e-01
0.000000e+00 -1.803607e-01 1.753188e-01
0.000000e+00 -1.723447e-01 1.496552e-01
0.000000e+00 -1.643287e-01 1.230271e-01
0.000000e+00 -1.563126e-01 9.539846e-02
0.000000e+00 -1.482966e-01 6.673166e-02
0.000000e+00 -1.402806e-01 3.698777e-02
0.000000e+00 -1.322645e-01 6.126394e-03
0.000000e+00 -1.242485e-01 -2.589435e-02
0.000000e+00 -1.162325e-01 -5.911792e-02
0.000000e+00 -1.082164e-01 -9.358938e-02
0.000000e+00 -1.002004e-01 -1.293555e-01
0.000000e+00 -9.218437e-02 -1.664646e-01
0.000000e+00 -8.416834e-02 -2.049671e-01
0.000000e+00 -7.615230e-02 -2.449151e-01
0.000000e+00 -6.813627e-02 -2.863624e-01
0.000000e+00 -6.012024e-02 -3.293652e-01
0.000000e+00 -5.210421e-02 -3.739814e-01
0.000000e+00 -4.408818e-02 -4.202712e-01
0.000000e+00 -3.607214e-02 -4.682969e-01
0.000000e+00 -2.805611e-02 -5.181228e-01
0.000000e+00 -2.004008e-02 -5.698159e-01
0.000000e+00 -1.202405e-02 -6.234452e-01
0.000000e+00 -4.008016e-03 -6.790822e-01
0.000000e+00 4.008016e-03 -7.368010e-01
0.000000e+00 1.202405e-02 -7.966777e-01
0.000000e+00 2.004008e-02 -8.587914e-01
0.000000e+00 2.805611e-02 -9.232232e-01
0.000000e+00 3.607214e-02 -9.900570e-01
0.000000e+00 4.408818e-02 -1.059379e+00
0.000000e+00 5.210421e-02 -1.131277e+00
0.000000e+00 6.012024e-02 -1.205842e+00
0.000000e+00 6.813627e-02 -1.283165e+00
