## Generated from BK dipole with initial condition: MVe model, Qs0^2 = 6.030458e-02, e_c = 4.861043e+01, C^2 = 4.023335e+00, sigma0/2 = 1.329383e+01
## Fitted to file /home/caaucasu/sidis_fit/data/dipole/posterior/LOmvefit/67.dat
## Note definition of log S(k): log_S(k) = log10 S(k) = log10 [ \int r dr J0(k r) (1 - N(r)) ]
## log10 k grid ranges from -2 to 2 with 500 points
## y grid ranges from 0 to 8.0 with 100 points
y log10_k log10_S(k)
0.000000e+00 -2.000000e+00 8.310595e-01
0.000000e+00 -1.991984e+00 8.310262e-01
0.000000e+00 -1.983968e+00 8.310034e-01
0.000000e+00 -1.975952e+00 8.309900e-01
0.000000e+00 -1.967936e+00 8.309846e-01
0.000000e+00 -1.959920e+00 8.309855e-01
0.000000e+00 -1.951904e+00 8.309908e-01
0.000000e+00 -1.943888e+00 8.309990e-01
0.000000e+00 -1.935872e+00 8.310083e-01
0.000000e+00 -1.927856e+00 8.310174e-01
0.000000e+00 -1.919840e+00 8.310252e-01
0.000000e+00 -1.911824e+00 8.310306e-01
0.000000e+00 -1.903808e+00 8.310333e-01
0.000000e+00 -1.895792e+00 8.310329e-01
0.000000e+00 -1.887776e+00 8.310295e-01
0.000000e+00 -1.879760e+00 8.310231e-01
0.000000e+00 -1.871743e+00 8.310142e-01
0.000000e+00 -1.863727e+00 8.310032e-01
0.000000e+00 -1.855711e+00 8.309905e-01
0.000000e+00 -1.847695e+00 8.309767e-01
0.000000e+00 -1.839679e+00 8.309622e-01
0.000000e+00 -1.831663e+00 8.309472e-01
0.000000e+00 -1.823647e+00 8.309322e-01
0.000000e+00 -1.815631e+00 8.309173e-01
0.000000e+00 -1.807615e+00 8.309025e-01
0.000000e+00 -1.799599e+00 8.308879e-01
0.000000e+00 -1.791583e+00 8.308733e-01
0.000000e+00 -1.783567e+00 8.308588e-01
0.000000e+00 -1.775551e+00 8.308441e-01
0.000000e+00 -1.767535e+00 8.308290e-01
0.000000e+00 -1.759519e+00 8.308135e-01
0.000000e+00 -1.751503e+00 8.307974e-01
0.000000e+00 -1.743487e+00 8.307806e-01
0.000000e+00 -1.735471e+00 8.307630e-01
0.000000e+00 -1.727455e+00 8.307446e-01
0.000000e+00 -1.719439e+00 8.307254e-01
0.000000e+00 -1.711423e+00 8.307053e-01
0.000000e+00 -1.703407e+00 8.306844e-01
0.000000e+00 -1.695391e+00 8.306626e-01
0.000000e+00 -1.687375e+00 8.306399e-01
0.000000e+00 -1.679359e+00 8.306164e-01
0.000000e+00 -1.671343e+00 8.305920e-01
0.000000e+00 -1.663327e+00 8.305668e-01
0.000000e+00 -1.655311e+00 8.305406e-01
0.000000e+00 -1.647295e+00 8.305134e-01
0.000000e+00 -1.639279e+00 8.304853e-01
0.000000e+00 -1.631263e+00 8.304562e-01
0.000000e+00 -1.623246e+00 8.304259e-01
0.000000e+00 -1.615230e+00 8.303945e-01
0.000000e+00 -1.607214e+00 8.303619e-01
0.000000e+00 -1.599198e+00 8.303281e-01
0.000000e+00 -1.591182e+00 8.302931e-01
0.000000e+00 -1.583166e+00 8.302567e-01
0.000000e+00 -1.575150e+00 8.302189e-01
0.000000e+00 -1.567134e+00 8.301797e-01
0.000000e+00 -1.559118e+00 8.301390e-01
0.000000e+00 -1.551102e+00 8.300968e-01
0.000000e+00 -1.543086e+00 8.300530e-01
0.000000e+00 -1.535070e+00 8.300075e-01
0.000000e+00 -1.527054e+00 8.299604e-01
0.000000e+00 -1.519038e+00 8.299115e-01
0.000000e+00 -1.511022e+00 8.298607e-01
0.000000e+00 -1.503006e+00 8.298080e-01
0.000000e+00 -1.494990e+00 8.297534e-01
0.000000e+00 -1.486974e+00 8.296967e-01
0.000000e+00 -1.478958e+00 8.296379e-01
0.000000e+00 -1.470942e+00 8.295768e-01
0.000000e+00 -1.462926e+00 8.295135e-01
0.000000e+00 -1.454910e+00 8.294477e-01
0.000000e+00 -1.446894e+00 8.293795e-01
0.000000e+00 -1.438878e+00 8.293088e-01
0.000000e+00 -1.430862e+00 8.292353e-01
0.000000e+00 -1.422846e+00 8.291592e-01
0.000000e+00 -1.414830e+00 8.290801e-01
0.000000e+00 -1.406814e+00 8.289981e-01
0.000000e+00 -1.398798e+00 8.289130e-01
0.000000e+00 -1.390782e+00 8.288247e-01
0.000000e+00 -1.382766e+00 8.287330e-01
0.000000e+00 -1.374749e+00 8.286380e-01
0.000000e+00 -1.366733e+00 8.285393e-01
