## Generated from BK dipole with initial condition: MVe model, Qs0^2 = 5.800833e-02, e_c = 3.078215e+01, C^2 = 6.912740e+00, sigma0/2 = 1.516718e+01
## Fitted to file /home/caaucasu/sidis_fit/data/dipole/posterior/LOmvefit/15.dat
## Note definition of log S(k): log_S(k) = log10 S(k) = log10 [ \int r dr J0(k r) (1 - N(r)) ]
## log10 k grid ranges from -2 to 2 with 500 points
## y grid ranges from 0 to 8.0 with 100 points
y log10_k log10_S(k)
0.000000e+00 -2.000000e+00 8.900863e-01
0.000000e+00 -1.991984e+00 8.900855e-01
0.000000e+00 -1.983968e+00 8.900897e-01
0.000000e+00 -1.975952e+00 8.900971e-01
0.000000e+00 -1.967936e+00 8.901063e-01
0.000000e+00 -1.959920e+00 8.901155e-01
0.000000e+00 -1.951904e+00 8.901237e-01
0.000000e+00 -1.943888e+00 8.901299e-01
0.000000e+00 -1.935872e+00 8.901335e-01
0.000000e+00 -1.927856e+00 8.901340e-01
0.000000e+00 -1.919840e+00 8.901314e-01
0.000000e+00 -1.911824e+00 8.901259e-01
0.000000e+00 -1.903808e+00 8.901177e-01
0.000000e+00 -1.895792e+00 8.901073e-01
0.000000e+00 -1.887776e+00 8.900950e-01
0.000000e+00 -1.879760e+00 8.900815e-01
0.000000e+00 -1.871743e+00 8.900672e-01
0.000000e+00 -1.863727e+00 8.900523e-01
0.000000e+00 -1.855711e+00 8.900373e-01
0.000000e+00 -1.847695e+00 8.900224e-01
0.000000e+00 -1.839679e+00 8.900075e-01
0.000000e+00 -1.831663e+00 8.899929e-01
0.000000e+00 -1.823647e+00 8.899783e-01
0.000000e+00 -1.815631e+00 8.899638e-01
0.000000e+00 -1.807615e+00 8.899491e-01
0.000000e+00 -1.799599e+00 8.899342e-01
0.000000e+00 -1.791583e+00 8.899188e-01
0.000000e+00 -1.783567e+00 8.899029e-01
0.000000e+00 -1.775551e+00 8.898863e-01
0.000000e+00 -1.767535e+00 8.898690e-01
0.000000e+00 -1.759519e+00 8.898509e-01
0.000000e+00 -1.751503e+00 8.898319e-01
0.000000e+00 -1.743487e+00 8.898120e-01
0.000000e+00 -1.735471e+00 8.897914e-01
0.000000e+00 -1.727455e+00 8.897698e-01
0.000000e+00 -1.719439e+00 8.897474e-01
0.000000e+00 -1.711423e+00 8.897242e-01
0.000000e+00 -1.703407e+00 8.897000e-01
0.000000e+00 -1.695391e+00 8.896751e-01
0.000000e+00 -1.687375e+00 8.896491e-01
0.000000e+00 -1.679359e+00 8.896223e-01
0.000000e+00 -1.671343e+00 8.895945e-01
0.000000e+00 -1.663327e+00 8.895656e-01
0.000000e+00 -1.655311e+00 8.895357e-01
0.000000e+00 -1.647295e+00 8.895047e-01
0.000000e+00 -1.639279e+00 8.894725e-01
0.000000e+00 -1.631263e+00 8.894390e-01
0.000000e+00 -1.623246e+00 8.894043e-01
0.000000e+00 -1.615230e+00 8.893683e-01
0.000000e+00 -1.607214e+00 8.893310e-01
0.000000e+00 -1.599198e+00 8.892922e-01
0.000000e+00 -1.591182e+00 8.892520e-01
0.000000e+00 -1.583166e+00 8.892102e-01
0.000000e+00 -1.575150e+00 8.891669e-01
0.000000e+00 -1.567134e+00 8.891220e-01
0.000000e+00 -1.559118e+00 8.890754e-01
0.000000e+00 -1.551102e+00 8.890270e-01
0.000000e+00 -1.543086e+00 8.889768e-01
0.000000e+00 -1.535070e+00 8.889247e-01
0.000000e+00 -1.527054e+00 8.888706e-01
0.000000e+00 -1.519038e+00 8.888146e-01
0.000000e+00 -1.511022e+00 8.887564e-01
0.000000e+00 -1.503006e+00 8.886960e-01
0.000000e+00 -1.494990e+00 8.886334e-01
0.000000e+00 -1.486974e+00 8.885684e-01
0.000000e+00 -1.478958e+00 8.885009e-01
0.000000e+00 -1.470942e+00 8.884309e-01
0.000000e+00 -1.462926e+00 8.883583e-01
0.000000e+00 -1.454910e+00 8.882830e-01
0.000000e+00 -1.446894e+00 8.882048e-01
0.000000e+00 -1.438878e+00 8.881237e-01
0.000000e+00 -1.430862e+00 8.880395e-01
0.000000e+00 -1.422846e+00 8.879522e-01
0.000000e+00 -1.414830e+00 8.878616e-01
0.000000e+00 -1.406814e+00 8.877675e-01
0.000000e+00 -1.398798e+00 8.876700e-01
0.000000e+00 -1.390782e+00 8.875687e-01
0.000000e+00 -1.382766e+00 8.874637e-01
0.000000e+00 -1.374749e+00 8.873547e-01
0.000000e+00 -1.366733e+00 8.872416e-01
0.000000e+00 -1.358717e+00 8.871243e-01
0.000000e+00 -1.350701e+00 8.870025e-01
0.000000e+00 -1.342685e+00 8.868762e-01
0.000000e+00 -1.334669e+00 8.867451e-01
0.000000e+00 -1.326653e+00 8.866091e-01
0.000000e+00 -1.318637e+00 8.864680e-01
0.000000e+00 -1.310621e+00 8.863216e-01
0.000000e+00 -1.302605e+00 8.861696e-01
0.000000e+00 -1.294589e+00 8.860120e-01
0.000000e+00 -1.286573e+00 8.858484e-01
0.000000e+00 -1.278557e+00 8.856787e-01
0.000000e+00 -1.270541e+00 8.855026e-01
0.000000e+00 -1.262525e+00 8.853198e-01
0.000000e+00 -1.254509e+00 8.851302e-01
0.000000e+00 -1.246493e+00 8.849335e-01
0.000000e+00 -1.238477e+00 8.847293e-01
0.000000e+00 -1.230461e+00 8.845175e-01
0.000000e+00 -1.222445e+00 8.842978e-01
0.000000e+00 -1.214429e+00 8.840697e-01
0.000000e+00 -1.206413e+00 8.838331e-01
0.000000e+00 -1.198397e+00 8.835876e-01
0.000000e+00 -1.190381e+00 8.833328e-01
0.000000e+00 -1.182365e+00 8.830685e-01
0.000000e+00 -1.174349e+00 8.827942e-01
0.000000e+00 -1.166333e+00 8.825097e-01
0.000000e+00 -1.158317e+00 8.822144e-01
0.000000e+00 -1.150301e+00 8.819080e-01
0.000000e+00 -1.142285e+00 8.815901e-01
0.000000e+00 -1.134269e+00 8.812602e-01
0.000000e+00 -1.126253e+00 8.809179e-01
0.000000e+00 -1.118236e+00 8.805628e-01
0.000000e+00 -1.110220e+00 8.801943e-01
0.000000e+00 -1.102204e+00 8.798120e-01
0.000000e+00 -1.094188e+00 8.794152e-01
0.000000e+00 -1.086172e+00 8.790036e-01
0.000000e+00 -1.078156e+00 8.785765e-01
0.000000e+00 -1.070140e+00 8.781333e-01
0.000000e+00 -1.062124e+00 8.776734e-01
0.000000e+00 -1.054108e+00 8.771963e-01
0.000000e+00 -1.046092e+00 8.767012e-01
0.000000e+00 -1.038076e+00 8.761875e-01
0.000000e+00 -1.030060e+00 8.756544e-01
0.000000e+00 -1.022044e+00 8.751014e-01
0.000000e+00 -1.014028e+00 8.745275e-01
0.000000e+00 -1.006012e+00 8.739320e-01
0.000000e+00 -9.979960e-01 8.733142e-01
0.000000e+00 -9.899800e-01 8.726731e-01
0.000000e+00 -9.819639e-01 8.720079e-01
0.000000e+00 -9.739479e-01 8.713177e-01
0.000000e+00 -9.659319e-01 8.706016e-01
0.000000e+00 -9.579158e-01 8.698585e-01
0.000000e+00 -9.498998e-01 8.690875e-01
0.000000e+00 -9.418838e-01 8.682875e-01
0.000000e+00 -9.338677e-01 8.674574e-01
0.000000e+00 -9.258517e-01 8.665961e-01
0.000000e+00 -9.178357e-01 8.657023e-01
0.000000e+00 -9.098196e-01 8.647750e-01
0.000000e+00 -9.018036e-01 8.638129e-01
0.000000e+00 -8.937876e-01 8.628145e-01
0.000000e+00 -8.857715e-01 8.617786e-01
0.000000e+00 -8.777555e-01 8.607037e-01
0.000000e+00 -8.697395e-01 8.595884e-01
0.000000e+00 -8.617234e-01 8.584312e-01
0.000000e+00 -8.537074e-01 8.572305e-01
0.000000e+00 -8.456914e-01 8.559846e-01
0.000000e+00 -8.376754e-01 8.546918e-01
0.000000e+00 -8.296593e-01 8.533505e-01
0.000000e+00 -8.216433e-01 8.519587e-01
0.000000e+00 -8.136273e-01 8.505145e-01
0.000000e+00 -8.056112e-01 8.490161e-01
0.000000e+00 -7.975952e-01 8.474613e-01
0.000000e+00 -7.895792e-01 8.458481e-01
0.000000e+00 -7.815631e-01 8.441742e-01
0.000000e+00 -7.735471e-01 8.424373e-01
0.000000e+00 -7.655311e-01 8.406351e-01
0.000000e+00 -7.575150e-01 8.387652e-01
0.000000e+00 -7.494990e-01 8.368249e-01
0.000000e+00 -7.414830e-01 8.348117e-01
0.000000e+00 -7.334669e-01 8.327228e-01
0.000000e+00 -7.254509e-01 8.305553e-01
0.000000e+00 -7.174349e-01 8.283064e-01
0.000000e+00 -7.094188e-01 8.259728e-01
0.000000e+00 -7.014028e-01 8.235515e-01
0.000000e+00 -6.933868e-01 8.210392e-01
0.000000e+00 -6.853707e-01 8.184324e-01
0.000000e+00 -6.773547e-01 8.157276e-01
0.000000e+00 -6.693387e-01 8.129210e-01
0.000000e+00 -6.613226e-01 8.100089e-01
0.000000e+00 -6.533066e-01 8.069874e-01
0.000000e+00 -6.452906e-01 8.038522e-01
0.000000e+00 -6.372745e-01 8.005991e-01
0.000000e+00 -6.292585e-01 7.972237e-01
0.000000e+00 -6.212425e-01 7.937214e-01
0.000000e+00 -6.132265e-01 7.900873e-01
0.000000e+00 -6.052104e-01 7.863167e-01
0.000000e+00 -5.971944e-01 7.824042e-01
0.000000e+00 -5.891784e-01 7.783447e-01
0.000000e+00 -5.811623e-01 7.741324e-01
0.000000e+00 -5.731463e-01 7.697618e-01
0.000000e+00 -5.651303e-01 7.652269e-01
0.000000e+00 -5.571142e-01 7.605215e-01
0.000000e+00 -5.490982e-01 7.556391e-01
0.000000e+00 -5.410822e-01 7.505731e-01
0.000000e+00 -5.330661e-01 7.453167e-01
0.000000e+00 -5.250501e-01 7.398626e-01
0.000000e+00 -5.170341e-01 7.342034e-01
0.000000e+00 -5.090180e-01 7.283315e-01
0.000000e+00 -5.010020e-01 7.222388e-01
0.000000e+00 -4.929860e-01 7.159170e-01
0.000000e+00 -4.849699e-01 7.093575e-01
0.000000e+00 -4.769539e-01 7.025513e-01
0.000000e+00 -4.689379e-01 6.954893e-01
0.000000e+00 -4.609218e-01 6.881618e-01
0.000000e+00 -4.529058e-01 6.805587e-01
0.000000e+00 -4.448898e-01 6.726698e-01
0.000000e+00 -4.368737e-01 6.644844e-01
0.000000e+00 -4.288577e-01 6.559911e-01
0.000000e+00 -4.208417e-01 6.471786e-01
0.000000e+00 -4.128257e-01 6.380347e-01
0.000000e+00 -4.048096e-01 6.285471e-01
0.000000e+00 -3.967936e-01 6.187027e-01
0.000000e+00 -3.887776e-01 6.084883e-01
0.000000e+00 -3.807615e-01 5.978899e-01
0.000000e+00 -3.727455e-01 5.868931e-01
0.000000e+00 -3.647295e-01 5.754828e-01
0.000000e+00 -3.567134e-01 5.636437e-01
0.000000e+00 -3.486974e-01 5.513594e-01
0.000000e+00 -3.406814e-01 5.386134e-01
0.000000e+00 -3.326653e-01 5.253883e-01
0.000000e+00 -3.246493e-01 5.116661e-01
0.000000e+00 -3.166333e-01 4.974281e-01
0.000000e+00 -3.086172e-01 4.826549e-01
0.000000e+00 -3.006012e-01 4.673265e-01
0.000000e+00 -2.925852e-01 4.514219e-01
0.000000e+00 -2.845691e-01 4.349196e-01
0.000000e+00 -2.765531e-01 4.177971e-01
0.000000e+00 -2.685371e-01 4.000311e-01
0.000000e+00 -2.605210e-01 3.815974e-01
0.000000e+00 -2.525050e-01 3.624711e-01
0.000000e+00 -2.444890e-01 3.426261e-01
0.000000e+00 -2.364729e-01 3.220354e-01
0.000000e+00 -2.284569e-01 3.006710e-01
0.000000e+00 -2.204409e-01 2.785040e-01
0.000000e+00 -2.124248e-01 2.555043e-01
0.000000e+00 -2.044088e-01 2.316405e-01
0.000000e+00 -1.963928e-01 2.068804e-01
0.000000e+00 -1.883768e-01 1.811903e-01
0.000000e+00 -1.803607e-01 1.545354e-01
0.000000e+00 -1.723447e-01 1.268795e-01
0.000000e+00 -1.643287e-01 9.818523e-02
0.000000e+00 -1.563126e-01 6.841367e-02
0.000000e+00 -1.482966e-01 3.752454e-02
0.000000e+00 -1.402806e-01 5.476049e-03
0.000000e+00 -1.322645e-01 -2.777511e-02
0.000000e+00 -1.242485e-01 -6.227384e-02
0.000000e+00 -1.162325e-01 -9.806668e-02
0.000000e+00 -1.082164e-01 -1.352019e-01
0.000000e+00 -1.002004e-01 -1.737294e-01
0.000000e+00 -9.218437e-02 -2.137010e-01
0.000000e+00 -8.416834e-02 -2.551704e-01
0.000000e+00 -7.615230e-02 -2.981931e-01
0.000000e+00 -6.813627e-02 -3.428266e-01
0.000000e+00 -6.012024e-02 -3.891304e-01
0.000000e+00 -5.210421e-02 -4.371660e-01
0.000000e+00 -4.408818e-02 -4.869971e-01
0.000000e+00 -3.607214e-02 -5.386894e-01
0.000000e+00 -2.805611e-02 -5.923108e-01
0.000000e+00 -2.004008e-02 -6.479314e-01
0.000000e+00 -1.202405e-02 -7.056231e-01
0.000000e+00 -4.008016e-03 -7.654603e-01
0.000000e+00 4.008016e-03 -8.275192e-01
