## Generated from BK dipole with initial condition: MVe model, Qs0^2 = 7.322097e-02, e_c = 1.876857e+01, C^2 = 3.501511e+00, sigma0/2 = 1.357541e+01
## Fitted to file /home/caaucasu/sidis_fit/data/dipole/posterior/LOmvefit/94.dat
## Note definition of log S(k): log_S(k) = log10 S(k) = log10 [ \int r dr J0(k r) (1 - N(r)) ]
## log10 k grid ranges from -2 to 2 with 500 points
## y grid ranges from 0 to 8.0 with 100 points
y log10_k log10_S(k)
0.000000e+00 -2.000000e+00 8.394398e-01
0.000000e+00 -1.991984e+00 8.394129e-01
0.000000e+00 -1.983968e+00 8.393957e-01
0.000000e+00 -1.975952e+00 8.393872e-01
0.000000e+00 -1.967936e+00 8.393855e-01
0.000000e+00 -1.959920e+00 8.393892e-01
0.000000e+00 -1.951904e+00 8.393963e-01
0.000000e+00 -1.943888e+00 8.394052e-01
0.000000e+00 -1.935872e+00 8.394145e-01
0.000000e+00 -1.927856e+00 8.394228e-01
0.000000e+00 -1.919840e+00 8.394292e-01
0.000000e+00 -1.911824e+00 8.394330e-01
0.000000e+00 -1.903808e+00 8.394339e-01
0.000000e+00 -1.895792e+00 8.394317e-01
0.000000e+00 -1.887776e+00 8.394265e-01
0.000000e+00 -1.879760e+00 8.394186e-01
0.000000e+00 -1.871743e+00 8.394084e-01
0.000000e+00 -1.863727e+00 8.393964e-01
0.000000e+00 -1.855711e+00 8.393830e-01
0.000000e+00 -1.847695e+00 8.393688e-01
0.000000e+00 -1.839679e+00 8.393540e-01
0.000000e+00 -1.831663e+00 8.393390e-01
0.000000e+00 -1.823647e+00 8.393240e-01
0.000000e+00 -1.815631e+00 8.393092e-01
0.000000e+00 -1.807615e+00 8.392946e-01
0.000000e+00 -1.799599e+00 8.392800e-01
0.000000e+00 -1.791583e+00 8.392655e-01
0.000000e+00 -1.783567e+00 8.392508e-01
0.000000e+00 -1.775551e+00 8.392360e-01
0.000000e+00 -1.767535e+00 8.392207e-01
0.000000e+00 -1.759519e+00 8.392048e-01
0.000000e+00 -1.751503e+00 8.391883e-01
0.000000e+00 -1.743487e+00 8.391711e-01
0.000000e+00 -1.735471e+00 8.391531e-01
0.000000e+00 -1.727455e+00 8.391342e-01
0.000000e+00 -1.719439e+00 8.391145e-01
0.000000e+00 -1.711423e+00 8.390939e-01
0.000000e+00 -1.703407e+00 8.390724e-01
0.000000e+00 -1.695391e+00 8.390502e-01
0.000000e+00 -1.687375e+00 8.390270e-01
0.000000e+00 -1.679359e+00 8.390030e-01
0.000000e+00 -1.671343e+00 8.389781e-01
0.000000e+00 -1.663327e+00 8.389524e-01
0.000000e+00 -1.655311e+00 8.389257e-01
0.000000e+00 -1.647295e+00 8.388980e-01
0.000000e+00 -1.639279e+00 8.388692e-01
0.000000e+00 -1.631263e+00 8.388395e-01
0.000000e+00 -1.623246e+00 8.388086e-01
0.000000e+00 -1.615230e+00 8.387765e-01
0.000000e+00 -1.607214e+00 8.387433e-01
0.000000e+00 -1.599198e+00 8.387087e-01
0.000000e+00 -1.591182e+00 8.386729e-01
0.000000e+00 -1.583166e+00 8.386357e-01
0.000000e+00 -1.575150e+00 8.385971e-01
0.000000e+00 -1.567134e+00 8.385571e-01
0.000000e+00 -1.559118e+00 8.385156e-01
0.000000e+00 -1.551102e+00 8.384725e-01
0.000000e+00 -1.543086e+00 8.384277e-01
0.000000e+00 -1.535070e+00 8.383813e-01
0.000000e+00 -1.527054e+00 8.383332e-01
0.000000e+00 -1.519038e+00 8.382832e-01
0.000000e+00 -1.511022e+00 8.382314e-01
0.000000e+00 -1.503006e+00 8.381776e-01
0.000000e+00 -1.494990e+00 8.381218e-01
0.000000e+00 -1.486974e+00 8.380639e-01
0.000000e+00 -1.478958e+00 8.380038e-01
0.000000e+00 -1.470942e+00 8.379415e-01
0.000000e+00 -1.462926e+00 8.378768e-01
0.000000e+00 -1.454910e+00 8.378097e-01
0.000000e+00 -1.446894e+00 8.377400e-01
0.000000e+00 -1.438878e+00 8.376678e-01
0.000000e+00 -1.430862e+00 8.375928e-01
0.000000e+00 -1.422846e+00 8.375150e-01
0.000000e+00 -1.414830e+00 8.374342e-01
0.000000e+00 -1.406814e+00 8.373505e-01
0.000000e+00 -1.398798e+00 8.372636e-01
0.000000e+00 -1.390782e+00 8.371734e-01
0.000000e+00 -1.382766e+00 8.370798e-01
0.000000e+00 -1.374749e+00 8.369827e-01
0.000000e+00 -1.366733e+00 8.368820e-01
0.000000e+00 -1.358717e+00 8.367775e-01
0.000000e+00 -1.350701e+00 8.366690e-01
0.000000e+00 -1.342685e+00 8.365565e-01
0.000000e+00 -1.334669e+00 8.364397e-01
0.000000e+00 -1.326653e+00 8.363185e-01
0.000000e+00 -1.318637e+00 8.361928e-01
0.000000e+00 -1.310621e+00 8.360624e-01
0.000000e+00 -1.302605e+00 8.359270e-01
0.000000e+00 -1.294589e+00 8.357866e-01
0.000000e+00 -1.286573e+00 8.356408e-01
0.000000e+00 -1.278557e+00 8.354896e-01
0.000000e+00 -1.270541e+00 8.353328e-01
0.000000e+00 -1.262525e+00 8.351700e-01
0.000000e+00 -1.254509e+00 8.350011e-01
0.000000e+00 -1.246493e+00 8.348258e-01
0.000000e+00 -1.238477e+00 8.346439e-01
0.000000e+00 -1.230461e+00 8.344552e-01
0.000000e+00 -1.222445e+00 8.342595e-01
0.000000e+00 -1.214429e+00 8.340563e-01
0.000000e+00 -1.206413e+00 8.338455e-01
0.000000e+00 -1.198397e+00 8.336268e-01
0.000000e+00 -1.190381e+00 8.333999e-01
0.000000e+00 -1.182365e+00 8.331644e-01
0.000000e+00 -1.174349e+00 8.329201e-01
0.000000e+00 -1.166333e+00 8.326665e-01
0.000000e+00 -1.158317e+00 8.324035e-01
0.000000e+00 -1.150301e+00 8.321306e-01
0.000000e+00 -1.142285e+00 8.318474e-01
0.000000e+00 -1.134269e+00 8.315535e-01
0.000000e+00 -1.126253e+00 8.312486e-01
0.000000e+00 -1.118236e+00 8.309322e-01
0.000000e+00 -1.110220e+00 8.306039e-01
0.000000e+00 -1.102204e+00 8.302633e-01
0.000000e+00 -1.094188e+00 8.299099e-01
0.000000e+00 -1.086172e+00 8.295432e-01
0.000000e+00 -1.078156e+00 8.291627e-01
0.000000e+00 -1.070140e+00 8.287679e-01
0.000000e+00 -1.062124e+00 8.283582e-01
0.000000e+00 -1.054108e+00 8.279332e-01
0.000000e+00 -1.046092e+00 8.274921e-01
0.000000e+00 -1.038076e+00 8.270345e-01
0.000000e+00 -1.030060e+00 8.265596e-01
0.000000e+00 -1.022044e+00 8.260669e-01
0.000000e+00 -1.014028e+00 8.255557e-01
0.000000e+00 -1.006012e+00 8.250253e-01
0.000000e+00 -9.979960e-01 8.244749e-01
0.000000e+00 -9.899800e-01 8.239038e-01
0.000000e+00 -9.819639e-01 8.233112e-01
0.000000e+00 -9.739479e-01 8.226964e-01
0.000000e+00 -9.659319e-01 8.220584e-01
0.000000e+00 -9.579158e-01 8.213964e-01
0.000000e+00 -9.498998e-01 8.207096e-01
0.000000e+00 -9.418838e-01 8.199969e-01
0.000000e+00 -9.338677e-01 8.192574e-01
0.000000e+00 -9.258517e-01 8.184901e-01
0.000000e+00 -9.178357e-01 8.176940e-01
0.000000e+00 -9.098196e-01 8.168679e-01
0.000000e+00 -9.018036e-01 8.160107e-01
0.000000e+00 -8.937876e-01 8.151214e-01
0.000000e+00 -8.857715e-01 8.141985e-01
0.000000e+00 -8.777555e-01 8.132410e-01
0.000000e+00 -8.697395e-01 8.122475e-01
0.000000e+00 -8.617234e-01 8.112166e-01
0.000000e+00 -8.537074e-01 8.101469e-01
0.000000e+00 -8.456914e-01 8.090371e-01
0.000000e+00 -8.376754e-01 8.078855e-01
0.000000e+00 -8.296593e-01 8.066905e-01
0.000000e+00 -8.216433e-01 8.054507e-01
0.000000e+00 -8.136273e-01 8.041642e-01
0.000000e+00 -8.056112e-01 8.028294e-01
0.000000e+00 -7.975952e-01 8.014443e-01
0.000000e+00 -7.895792e-01 8.000072e-01
0.000000e+00 -7.815631e-01 7.985161e-01
